Rate: 1000 Hz
      Fx,        Fy,        Fz,        Mx,        My,        Mz
       N,         N,         N,       N-m,       N-m,       N-m
-5.68823, -6.45890, 697.08791, 12.86005,  2.37877, -0.63031
-5.68823, -6.45890, 694.97878, 12.97767,  2.53735, -0.56027
-6.31038, -6.45890, 696.73647, 13.13450,  2.45806, -0.54276
-6.22150, -6.37042, 698.49404, 13.21291,  2.29948, -0.52526
-5.68823, -6.28194, 698.14260, 13.05608,  2.41842, -0.63031
-5.77711, -6.90129, 698.49404, 13.05608,  2.29948, -0.52526
-5.86599, -6.54738, 699.19716, 13.21291,  2.37877, -0.56027
-5.77711, -6.28194, 696.38491, 13.29133,  2.45806, -0.52526
-5.42160, -7.16673, 697.79104, 13.21291,  2.41842, -0.61280
-5.68823, -6.63586, 697.79104, 13.40895,  2.41842, -0.47273
-5.42160, -6.54738, 698.84560, 13.36974,  2.37877, -0.50775
-5.51048, -6.72433, 697.43947, 13.36974,  2.25983, -0.45522
-5.86599, -6.81281, 696.73647, 13.33054,  2.33912, -0.47273
-5.24384, -6.72433, 696.73647, 13.36974,  2.06160, -0.47273
-5.77711, -6.81281, 696.73647, 13.52657,  2.29948, -0.43771
-5.68823, -6.45890, 697.43947, 13.60499,  2.22018, -0.38519
-5.86599, -6.37042, 697.43947, 13.56578,  2.06160, -0.42020
-5.59935, -6.54738, 696.38491, 13.60499,  2.06160, -0.45522
-5.51048, -6.28194, 696.38491, 13.64420,  2.06160, -0.38519
-5.68823, -6.45890, 696.03335, 13.68340,  1.94266, -0.42020
-5.77711, -6.28194, 697.43947, 13.80103,  1.94266, -0.36768
-5.59935, -6.72433, 697.43947, 13.76182,  1.94266, -0.35017
-5.59935, -5.92803, 697.08791, 13.76182,  2.02195, -0.36768
-5.86599, -5.92803, 698.14260, 13.84023,  1.86337, -0.38519
-4.97720, -5.75108, 696.73647, 13.87944,  1.78408, -0.28014
-5.42160, -5.92803, 697.43947, 13.91865,  1.78408, -0.28014
-5.06608, -5.83955, 696.03335, 13.87944,  1.62549, -0.26263
-5.15496, -6.10499, 697.08791, 14.03627,  1.58585, -0.33266
-4.88832, -5.92803, 696.38491, 14.07548,  1.62549, -0.28014
-5.06608, -6.01651, 696.03335, 14.03627,  1.34797, -0.31515
-5.33272, -5.30869, 695.33034, 14.34993,  1.50655, -0.38519
-4.71057, -5.22021, 696.38491, 14.15389,  1.26868, -0.22761
-4.62169, -5.75108, 696.03335, 14.34993,  1.38762, -0.26263
-4.35505, -5.75108, 695.68178, 14.42835,  1.26868, -0.24512
-4.35505, -5.48564, 695.68178, 14.42835,  1.22903, -0.15758
-4.44393, -5.30869, 696.03335, 14.54597,  1.14974, -0.19259
-4.08842, -5.13173, 694.97878, 14.66359,  0.99115, -0.24512
-4.44393, -5.13173, 694.97878, 14.78121,  0.99115, -0.19259
-4.17730, -5.04325, 696.03335, 14.66359,  0.99115, -0.17509
-4.08842, -5.13173, 697.08791, 14.66359,  0.87222, -0.19259
-4.53281, -5.30869, 695.68178, 14.85963,  0.71363, -0.12256
-3.37739, -4.86630, 695.68178, 14.74200,  0.91186, -0.17509
-3.55515, -4.60086, 695.33034, 14.97725,  1.07045, -0.15758
-3.55515, -5.22021, 695.33034, 15.09487,  0.75328, -0.12256
-3.02187, -4.42390, 695.33034, 15.09487,  0.63434, -0.07003
-3.37739, -4.60086, 695.33034, 15.13408,  0.63434, -0.10505
-3.28851, -4.33543, 694.97878, 15.09487,  0.47575, -0.17509
-3.19963, -4.51238, 696.03335, 15.48695,  0.39646, -0.12256
-3.19963, -4.33543, 696.03335, 15.33012,  0.51540, -0.10505
-3.02187, -4.51238, 695.33034, 15.60457,  0.39646, -0.07003
-2.93299, -4.51238, 694.97878, 15.56536,  0.43611, -0.03502
-2.66636, -4.06999, 694.27566, 15.68298,  0.39646, -0.15758
-2.75524, -3.62760, 695.68178, 15.72219,  0.15858, -0.12256
-2.75524, -4.15847, 696.03335, 15.87902,  0.15858, -0.12256
-2.66636, -4.24695, 696.73647, 15.87902,  0.19823, -0.08754
-2.22197, -3.89304, 695.68178, 15.91823,  0.15858, -0.14007
-2.31084, -3.98151, 694.62722, 15.99664,  0.03965, -0.14007
-2.31084, -3.62760, 694.97878, 16.07506,  0.03965, -0.14007
-2.31084, -3.62760, 694.97878, 16.15347,  0.15858, -0.01751
-2.22197, -3.45065, 696.38491, 16.15347, -0.03965, -0.08754
-1.77757, -3.62760, 697.79104, 16.31030, -0.11894, -0.08754
-1.68869, -3.53912, 694.27566, 16.23189, -0.03965, -0.07003
-1.68869, -3.53912, 694.97878, 16.38872, -0.27752, -0.03502
-1.68869, -3.36217, 694.62722, 16.34951, -0.15858, -0.03502
-1.95533, -3.36217, 693.92421, 16.70238, -0.23788, -0.12256
-1.33318, -3.36217, 694.97878, 16.50634, -0.07929, -0.01751
-1.77757, -3.45065, 693.92421, 16.54555, -0.23788, -0.07003
-1.42206, -3.09673, 693.22109, 16.70238, -0.31717, -0.07003
-1.33318, -3.36217, 692.51809, 16.74159, -0.31717, -0.07003
